RecordNo	q	a
2379	Q4	MS Outlook 2016
2379	Q4	Skype for Business
2380	Q4	F
2380	Q4	F
2380	Q4	F
2380	Q4	
2381	Q4	concorde
2382	Q4	MS Powerpoint
2384	Q4	Adobe InDesign
2384	Q4	Apple Pages
2384	Q4	
2391	Q4	MS Excel
2391	Q4	MS Word
2391	Q4	
2391	Q4	iTMS Software
2391	Q4	BOSaNOVA AS400 Emulator
2391	Q4	MS Powerpoint
2395	Q4	Region Midt EPJ
2395	Q4	Klinisk Logistik Anywhere
2395	Q4	MS Word 2013
2395	Q4	RIIS
2407	Q4	MS Office
2407	Q4	
2407	Q4	
2407	Q4	Sigma Estimates
2407	Q4	
2412	Q4	MS Office
2419	Q4	MS Office
2429	Q4	
2429	Q4	CSC
2442	Q4	MS Office 2016
2442	Q4	
2442	Q4	JAWS Screen Reader
2442	Q4	Zoom
2442	Q4	
2448	Q4	MS Office
2451	Q4	
2451	Q4	Graphpad Prism
2451	Q4	MS Excel
2451	Q4	MS Word
2451	Q4	SDløn
2453	Q4	Inventor
2453	Q4	MS Word
2453	Q4	IFS
2453	Q4	
2465	Q4	MS Word 2006
2465	Q4	MS Outlook 2006
2465	Q4	Sundhedsplatformen
2465	Q4	OTAP Software
2467	Q4	MS Office
2471	Q4	
2474	Q4	
2481	Q4	MS Word
2481	Q4	MS Excel
2481	Q4	
2481	Q4	MS Powerpoint
2481	Q4	MS Access; SurveyMonkey
2481	Q4	SAS Customer Intelligence 360
2481	Q4	TAS Tilskudsadministrationssystem (KMD)
2482	Q4	Mozilla Firefox
2504	Q4	MS Word
2504	Q4	MS Excel
2504	Q4	MS Powerpoint
2514	Q4	
2516	Q4	FSIII
2516	Q4	Nexus (KMD)
2517	Q4	MS Word
2527	Q4	Sonatype Nexus
2531	Q4	MS Office MS Excel Android Windows 10
2532	Q4	MS Word 2011
2536	Q4	MS Word
2536	Q4	MS Office 365
2536	Q4	
2536	Q4	Citrix
2536	Q4	Vitacare
2536	Q4	Cura
2540	Q4	
2541	Q4	
2542	Q4	
2544	Q4	MS Word
2544	Q4	MS Excel
2557	Q4	MS Word
2557	Q4	MS OneNote
2557	Q4	MS Excel
2558	Q4	
2566	Q4	MS Word
2566	Q4	Clio
2566	Q4	GeoGebra
2566	Q4	
2566	Q4	MatematikFessor
2566	Q4	Google Drive
2566	Q4	Classroom
2567	Q4	
2568	Q4	
2570	Q4	MS Outlook 365
2570	Q4	MS Remote Desktop
2570	Q4	MS Visual Studio 2016
2570	Q4	SmartBear TestComplete
2570	Q4	SmartBear TestExecute
2570	Q4	Selenium
2570	Q4	Google Postman
2571	Q4	Sundhedsplatformen
2571	Q4	Rover
2578	Q4	MS Word
2579	Q4	MS Office
2581	Q4	MS Office 2010
2581	Q4	KMD Kingo
2581	Q4	Silkeborg Data
2581	Q4	Silkeborg Data
2583	Q4	MS Excel
2586	Q4	
2586	Q4	MS Word
2586	Q4	MS Excel
2588	Q4	HEASARC/NASA Heasoft Xspec v12
2588	Q4	Matlab
2588	Q4	MS Word 2011
2588	Q4	LaTeX
2597	Q4	Adobe Photoshop
2597	Q4	MS Office 365
2599	Q4	MS Word
2599	Q4	MS Excel
2599	Q4	
2609	Q4	Sonatype Nexus
2613	Q4	Tidlig opsporing plus (Symmetric)
2613	Q4	Citrix
2613	Q4	Sonatype Nexus
2627	Q4	
2627	Q4	
2630	Q4	M3
2634	Q4	KMD
2634	Q4	KMD SAG
2634	Q4	Aktiv (KMD)
2634	Q4	Fasit
2634	Q4	KMD Mainframe
2634	Q4	Internet Explorer
2634	Q4	
2634	Q4	MS Office
2634	Q4	MS OneDrive
2636	Q4	MS Excel 2016
2636	Q4	Power Pivot
2636	Q4	MS Navision
2636	Q4	FrontInvest (E-front)
2636	Q4	EnableSoft Foxtrot
2636	Q4	MS Outlook 2016
2636	Q4	BEC
2639	Q4	MS Word
2639	Q4	MS Excel
2639	Q4	KMD
2640	Q4	MS Office
2640	Q4	
2640	Q4	Google Chrome
2649	Q4	AXAPTA
2649	Q4	MS Excel
2649	Q4	
2650	Q4	
2650	Q4	MS Excel
2650	Q4	MS Word
2650	Q4	
2650	Q4	MS Dynamics C5
2650	Q4	Nova
2650	Q4	Skype
2653	Q4	
2653	Q4	MS Excel; Skype; Carus
2659	Q4	MS Office
2659	Q4	ServiceNow
2659	Q4	
2661	Q4	MS Excel
2661	Q4	MS Navision
2661	Q4	E-conomic
2661	Q4	LESSOR-Workforce
2663	Q4	
2665	Q4	MS Word 2017; Matlab
2666	Q4	
2669	Q4	MS Outlook
2671	Q4	MS Excel 2016
2671	Q4	MS PowerPoint 2016
2671	Q4	Facebook Business Manager
2671	Q4	Adform
2671	Q4	Google Analytics
2671	Q4	Google Adwords
2674	Q4	Adobe Creative Suite
2675	Q4	Cura
2675	Q4	
2677	Q4	
2678	Q4	
2680	Q4	Fotobehandling
2681	Q4	MS Visual Studio 2015
2681	Q4	MS Visual Studio 2017
2681	Q4	MS Office 2016
2681	Q4	MS Excel
2681	Q4	
2681	Q4	Adobe Acrobat Reader
2681	Q4	Skype for Business
2681	Q4	MS SQL Server
2681	Q4	MySQL Workbench
2681	Q4	SQLyog (Webyog)
2681	Q4	MS SQL Server
2681	Q4	
2681	Q4	
2681	Q4	TortoiseSVN
2681	Q4	Notepad++
2681	Q4	Internet Explorer
2681	Q4	Mozilla Firefox
2681	Q4	Google Chrome
2681	Q4	7-Zip
2681	Q4	Filezilla
2681	Q4	MS Paint
2681	Q4	Paint.net
2685	Q4	MS Office
2685	Q4	Unscrambler
2685	Q4	RStudio
2685	Q4	Adobe Creative Suite
2693	Q4	
2693	Q4	MS Excel
2693	Q4	MS Word
2693	Q4	
2693	Q4	
2693	Q4	MS Edge
2696	Q4	MS Office
2704	Q4	Citrix
2704	Q4	MS Office
2704	Q4	Apache Felix
2712	Q4	
2717	Q4	MS Office
2718	Q4	Google Chrome
2721	Q4	MS Word
2721	Q4	Google Mail
2724	Q4	MS Excel
2724	Q4	MS Word
2724	Q4	
2725	Q4	
2727	Q4	
2728	Q4	
2730	Q4	
2732	Q4	MS Word
2736	Q4	
2750	Q4	MS Excel
2750	Q4	MS Word
2750	Q4	
2752	Q4	Lotus Notes
2752	Q4	Internet Explorer
2752	Q4	MS Word
2752	Q4	MS Excel
2752	Q4	MS Powerpoint
2752	Q4	MS Calculator
2760	Q4	XMO
2760	Q4	Google Chrome
2760	Q4	MS Word
2762	Q4	MS Office
2778	Q4	F2
2778	Q4	MS Excel
2778	Q4	MS Word
2778	Q4	MS Office
2778	Q4	Internet Explorer
2780	Q4	MS Office
2786	Q4	VMWare
2786	Q4	XenCenter
2786	Q4	Citrix Studio
2786	Q4	Dell EqualLogic SAN Headquarters (SAN HQ)
2790	Q4	MS Access 2016
2790	Q4	MS Word 2016
2790	Q4	MS Excel 2016
2790	Q4	PUTTY
2790	Q4	Mozilla Firefox
2790	Q4	Solidus
2790	Q4	LDWin
2795	Q4	CSC
2796	Q4	MS Office
2815	Q4	MS Navision
2815	Q4	MS Word
2815	Q4	MS Excel; MS Outlook
2824	Q4	MS Office
2835	Q4	
2835	Q4	MS Powerpoint
2835	Q4	Adobe Acrobat Reader
2835	Q4	MS Word
2835	Q4	Cisco
2835	Q4	Skype
2835	Q4	Internet Explorer
2837	Q4	MS Word
2840	Q4	MS Office
2850	Q4	MS Excel
2850	Q4	MS Office
2850	Q4	Minuba
2852	Q4	MS Word 365
2852	Q4	Adobe Creative Suite
2852	Q4	Adobe Lightroom
2852	Q4	Adobe Photoshop
2852	Q4	
2856	Q4	MS Excel
2856	Q4	gjaldstovan (færøsk regnskabs program)
2857	Q4	Google Chrome
2859	Q4	MS Excel
2859	Q4	MS Dynamics C5
2859	Q4	MS Word
2859	Q4	
2865	Q4	MS Word 2010
2865	Q4	MS Excel 2010
2865	Q4	MS Outlook 2010
2865	Q4	Cicero
2865	Q4	KMD OPUS
2865	Q4	KMD
2865	Q4	Google Chrome
2865	Q4	Internet Explorer
2865	Q4	MS Powerpoint
2874	Q4	Kommunal ansat
2875	Q4	MS Word
2875	Q4	
2875	Q4	Aarhus Kommunes Intranet
2878	Q4	
2880	Q4	MS Word
2881	Q4	MS Word
2881	Q4	MS Excel
2884	Q4	Intra
2884	Q4	MS OneDrive
2884	Q4	SkolePortalen
2889	Q4	
2895	Q4	
2896	Q4	
2897	Q4	SolidWorks
2897	Q4	MS Word
2897	Q4	MS Excel
2897	Q4	Inventor
2897	Q4	
2897	Q4	Matlab
2900	Q4	MS Word
2900	Q4	Kahoot
2900	Q4	MS Excel
2900	Q4	GeoGebra
2900	Q4	Google Calendar
2907	Q4	MS Word
2907	Q4	MS Excel
2907	Q4	Adobe Photoshop
2907	Q4	Google Chrome
2912	Q4	MS Word
2914	Q4	Cura
2914	Q4	
2917	Q4	MS Word 2016
2917	Q4	iBooks
2917	Q4	EndNote
2928	Q4	
2930	Q4	
2930	Q4	
2930	Q4	spørgsmålet
2932	Q4	
2932	Q4	MS Office
2932	Q4	Dropbox
2932	Q4	Adversus Dialer
2932	Q4	Citrix Podio
2934	Q4	Spectra RIS/PACS
2934	Q4	COSMIC
2934	Q4	syngo.via (Siemens)
2934	Q4	Cetrea
2936	Q4	MS Office 365
2936	Q4	MS Outlook 365
2936	Q4	SalesForce
2936	Q4	speedtest
2936	Q4	Google Chrome
2936	Q4	Safari
2936	Q4	fieldservice
2936	Q4	airtable
2936	Q4	
2939	Q4	
2945	Q4	MS Office
2945	Q4	ActivInspire
2945	Q4	
2949	Q4	Adobe Photoshop
2949	Q4	MS Word
2949	Q4	iPhoto
2949	Q4	
2952	Q4	MS Word
2952	Q4	Drupal
2952	Q4	MS Teams
2952	Q4	OpenOffice
2952	Q4	MS OneDrive
2952	Q4	Skype
2952	Q4	
2953	Q4	
2956	Q4	KNIME (Konstanz Information Miner)
2956	Q4	WPS Office
2956	Q4	
2964	Q4	
2966	Q4	
2967	Q4	
2967	Q4	Adobe Creative Suite
2967	Q4	Adobe InDesign
2967	Q4	MS Excel
2969	Q4	Micosoft Office 2015
2973	Q4	MS Dynamics C5
2973	Q4	MS Dynamics NAV
2973	Q4	MS Word
2973	Q4	MS Excel
2973	Q4	Araxis Merge
2973	Q4	
2977	Q4	MS Office
2977	Q4	TIA Portal
2977	Q4	
2978	Q4	
2980	Q4	MS Office 365
2992	Q4	MS Visual Studio
2992	Q4	Google Chrome
2992	Q4	Mozilla Firefox
2992	Q4	Total Commander
2993	Q4	
2994	Q4	AutoDesk Revit
2994	Q4	PTC Mathcad
2994	Q4	MS Excel
2994	Q4	
3e3	Q4	MS Word
3e3	Q4	Sensum
3e3	Q4	MS Office
3005	Q4	DRACAR+
3013	Q4	MS Word
3013	Q4	
3028	Q4	
3030	Q4	MS Office
3030	Q4	Oracle Database
3030	Q4	Adobe Creative Suite
3033	Q4	MS Office; Phast 7.11; Adobe Acrobat Reader
3040	Q4	
3048	Q4	SIS
3048	Q4	EASY-A
3048	Q4	
3048	Q4	SBSYS
3049	Q4	
3058	Q4	MS Office
3058	Q4	Adobe Suite
3066	Q4	
3069	Q4	SPSS
3069	Q4	
3069	Q4	MS Powerpoint; MS Excel; Google Chrome
3071	Q4	MS Excel
3071	Q4	MS Word
3071	Q4	
3071	Q4	SAS
3071	Q4	Internet Explorer
3071	Q4	Google Chrome
3072	Q4	
3075	Q4	
3089	Q4	Tamigo
3089	Q4	MS Excel
3089	Q4	Visma Løn
3091	Q4	MS Word
3091	Q4	MS Excel
3094	Q4	MS Office 365
3095	Q4	
3096	Q4	
3098	Q4	
3100	Q4	Autodesk AutoCAD
3106	Q4	MS Word
3106	Q4	MS Excel
3109	Q4	
3112	Q4	
3113	Q4	
3113	Q4	
3113	Q4	
3113	Q4	
3114	Q4	MS Word
3114	Q4	MS Excel
3114	Q4	Fasit
3114	Q4	
3116	Q4	MS Word
3116	Q4	AppWriter
3116	Q4	
3116	Q4	MS Excel
3116	Q4	Safari
3116	Q4	
3118	Q4	
3118	Q4	BCC Mail Manager
3118	Q4	Cetrea
3118	Q4	Ascom
3118	Q4	
3118	Q4	MS Word
3125	Q4	
3131	Q4	Excel-2016
3131	Q4	MS Word 2016
3131	Q4	MS Project 2016
3131	Q4	
3134	Q4	AutoDesk Revit
3134	Q4	MS Word
3134	Q4	MS Excel; MS Project
3134	Q4	Sigma Estimates
3137	Q4	MS Word 2012
3137	Q4	MS Excel 2016
3140	Q4	MS Office
3140	Q4	Xcode
3143	Q4	MS Word 2016
3145	Q4	
3150	Q4	MS Word
3150	Q4	MS Publisher
3150	Q4	MS Excel 2007
3150	Q4	Matlab
3150	Q4	CrysAlis
3150	Q4	OrientExpress (LMGP)
3150	Q4	SXD2001
3150	Q4	TeXnicCenter
3150	Q4	SumatraPDF
3150	Q4	MikTeX
3150	Q4	GIMP
3156	Q4	MS Word
3156	Q4	
3156	Q4	
3158	Q4	Google Chrome
3158	Q4	MS Excel 2016
3158	Q4	MS PowerPoint 2016
3158	Q4	MS Outlook 2016
3166	Q4	
3179	Q4	MS Works
3179	Q4	Skype
3179	Q4	
3179	Q4	
3192	Q4	MS Word
3193	Q4	MS Word
3193	Q4	
3194	Q4	
3195	Q4	
3202	Q4	
3203	Q4	MS Office
3203	Q4	Adobe InDesign
3203	Q4	MS Sharepoint
3203	Q4	APSIS Marketing Automation
3203	Q4	
3203	Q4	
3207	Q4	
3211	Q4	MS Word; Fasit; Acadre; MS Excel; Internet Explorer
3212	Q4	
3213	Q4	
3219	Q4	MS Office 2011
3222	Q4	Eclipse
3222	Q4	Oracle Java
3222	Q4	JBoss/WildFly
3222	Q4	Rapid SQL
3222	Q4	SoapUI
3228	Q4	Adobe Acrobat Reader
3228	Q4	Gene Runner 6.5
3228	Q4	Graphpad Prism
3228	Q4	LI-COR Image Studio Lite 5.2
3228	Q4	Mendeley
3228	Q4	MS Office
3228	Q4	PyMOL
3228	Q4	SnapGene
3228	Q4	TeamViewer
3232	Q4	
3235	Q4	MS Word
3235	Q4	MS Powerpoint
3235	Q4	Adobe Illustrator
3235	Q4	Adobe Acrobat Reader
3235	Q4	STATA
3235	Q4	Graphpad Prism
3235	Q4	MS Excel
3235	Q4	
3244	Q4	MS Word
3244	Q4	MS Excel
3244	Q4	CLC workbench (qiagen)
3244	Q4	Adobe Illustrator
3244	Q4	Graphpad Prism
3244	Q4	PyMOL
3247	Q4	Google Docs
3252	Q4	Google Chrome
3252	Q4	Safari
3252	Q4	MS Word
3252	Q4	
3254	Q4	MS Word
3259	Q4	Citrix
3263	Q4	MS Office 365
3263	Q4	Workday
3263	Q4	Skype
3271	Q4	
3271	Q4	
3271	Q4	Mozilla Firefox
3271	Q4	MS Office
3271	Q4	
3273	Q4	MS Office 2017
3274	Q4	
3274	Q4	MS Word
3274	Q4	MS Excel
3274	Q4	MS Powerpoint
3274	Q4	MS Sharepoint
3274	Q4	Skype for Business
3276	Q4	MS Office
3276	Q4	BOSaNOVA AS400 Emulator
3277	Q4	MS Word
3277	Q4	SkoleIntra
3277	Q4	MS OneDrive
3277	Q4	MS Powerpoint
3277	Q4	Audacity
3279	Q4	MS Word
3279	Q4	MS Excel
3279	Q4	
3279	Q4	KMD
3279	Q4	Opera
3285	Q4	BOSaNOVA AS400 Emulator
3285	Q4	MS Word
3285	Q4	Adobe InDesign
3285	Q4	MS Powerpoint
3285	Q4	MS Excel
3285	Q4	
3287	Q4	MS Excel 2016
3287	Q4	qlikview
3289	Q4	MS Visual Studio
3289	Q4	Apache Cassandra
3289	Q4	Git
3289	Q4	Atlassian JIRA
3289	Q4	Atlassian Confluence
3290	Q4	MS Office 2013
3290	Q4	SAS
3290	Q4	Oracle Database
3292	Q4	Sonatype Nexus
3292	Q4	MS Word
3292	Q4	MS Excel
3292	Q4	Apple Mail
3298	Q4	MS Word
3302	Q4	MS Word 2016
3307	Q4	SBSYS
3308	Q4	MS Word
3308	Q4	MS Excel
3308	Q4	Lotus Notes
3308	Q4	Semler AutoCore
3310	Q4	
3310	Q4	
3314	Q4	MS Word 2007
3314	Q4	
3320	Q4	MS Word 2012
3320	Q4	MS Excel 2012
3320	Q4	Matlab
3320	Q4	SAS
3328	Q4	MS Office
3330	Q4	MS Office
3335	Q4	MS Excel
3335	Q4	Graphpad Prism
3336	Q4	MS Office 365
3336	Q4	MS Word
3336	Q4	MS Powerpoint
3336	Q4	MS Excel
3336	Q4	OpenOffice
3336	Q4	LibreOffice
3336	Q4	Google Docs
3340	Q4	
3341	Q4	MS Word
3351	Q4	MS Office 2010
3352	Q4	
3355	Q4	SolidWorks
3355	Q4	MS Word
3355	Q4	MS Excel
3358	Q4	
3361	Q4	MS Office
3361	Q4	MS Office
3361	Q4	DivX Player
3361	Q4	STATA
3362	Q4	
3364	Q4	
3374	Q4	MS Office
3374	Q4	
3374	Q4	
3379	Q4	
3379	Q4	
3387	Q4	MS Word; MS Excel
3405	Q4	MS Word
3405	Q4	MS Excel
3405	Q4	MS Sharepoint
3405	Q4	MS Visual Studio Team Services
3405	Q4	MS Powerpoint
3408	Q4	
3414	Q4	Wordpress
3414	Q4	Adobe Photoshop
3414	Q4	MS Office
3417	Q4	
3417	Q4	MS Office
3417	Q4	SAP
3422	Q4	
3427	Q4	KMD Care; FMK online
3428	Q4	
3433	Q4	
3433	Q4	MS Powerpoint
3433	Q4	MS Excel
3435	Q4	
3438	Q4	
3440	Q4	
3440	Q4	MS Word
3440	Q4	MS Excel
3443	Q4	Baxter service tools
3443	Q4	Medusa
3443	Q4	MS Excel
3443	Q4	
3446	Q4	
3448	Q4	MS Office 365
3448	Q4	MS Word
3448	Q4	
3448	Q4	MS Excel
3448	Q4	Adobe Creative Suite
3448	Q4	MS Powerpoint
3458	Q4	
3462	Q4	MS Office 2010
3462	Q4	Adobe CC
3462	Q4	Cisco AnyConnect
3462	Q4	
3465	Q4	
3467	Q4	
3470	Q4	
3478	Q4	MS Word 2011
3478	Q4	Workzone
3478	Q4	PLS
3478	Q4	
3478	Q4	DiKO
3478	Q4	
3478	Q4	
3480	Q4	SnagIt
3480	Q4	NuGenesis SDMS
3480	Q4	Citrix
3480	Q4	
3482	Q4	
3483	Q4	MS Office
3494	Q4	
3499	Q4	MS Word
3505	Q4	
3514	Q4	
3514	Q4	
3516	Q4	MS Office
3517	Q4	COSMIC
3518	Q4	Journalsystemet GANGLION (Aver & Lauritzen ApS)
3522	Q4	Adobe XD
3522	Q4	Adobe Photoshop
3522	Q4	Adobe Illustrator; SketchUp; Atom
3523	Q4	
3524	Q4	
3528	Q4	MS Office
3528	Q4	
3536	Q4	
3536	Q4	
3537	Q4	
3538	Q4	
3543	Q4	MS Office
3559	Q4	MS Visual Studio 2017
3564	Q4	
3572	Q4	
3574	Q4	
3575	Q4	
3577	Q4	MS Word
3577	Q4	MS Powerpoint
3577	Q4	Google Chrome
3577	Q4	Foxit PDF
3578	Q4	SAP ERP Central Component (ECC)
3578	Q4	SAP SEM-BCS (Business Consolidation System)
3578	Q4	SAP Business Planning and Consolidation (BPC)
3578	Q4	SAP
3578	Q4	MS Excel
3578	Q4	MS Word
3578	Q4	MS Powerpoint
3578	Q4	SAS
3580	Q4	
3580	Q4	MS Word
3580	Q4	MS Excel
3580	Q4	Google Chrome
3580	Q4	MS Paint
3580	Q4	
3580	Q4	
3587	Q4	Google Chrome
3587	Q4	MS Excel 365
3587	Q4	MS Word 365
3587	Q4	MS Office 365
3587	Q4	MS Visio
3593	Q4	MS Office
3593	Q4	Adobe Creative Suite
3593	Q4	MS Sharepoint
3597	Q4	MS Word
3599	Q4	
3600	Q4	MS Office
3601	Q4	MS Word
3602	Q4	Adobe Photoshop
3602	Q4	MS Word
3602	Q4	Adobe Creative Suite
3602	Q4	
3604	Q4	
3604	Q4	
3604	Q4	
3611	Q4	
3612	Q4	
3613	Q4	
3620	Q4	
3621	Q4	
3622	Q4	
3632	Q4	
3633	Q4	
3637	Q4	MS Word
3644	Q4	MS Office
3648	Q4	MS Word
3648	Q4	KLABS
3660	Q4	MS Navision
3660	Q4	
3660	Q4	MS Word
3660	Q4	MS Excel
3660	Q4	
3660	Q4	Adobe Creative Suite
3663	Q4	GeoGebra
3663	Q4	MS Word
3663	Q4	MS OneNote
3663	Q4	MS Excel
3663	Q4	MS Powerpoint
3663	Q4	WordMat
3667	Q4	MS Excel 2013
3667	Q4	MS Word 2013
3667	Q4	MS Outlook 2013
3667	Q4	MS Access 2013
3667	Q4	MS Visio 2013
3667	Q4	MS PowerPoint 2013
3667	Q4	SAP
3667	Q4	Google Chrome
3668	Q4	MS Office
3668	Q4	SAP
3668	Q4	Bestmix
3669	Q4	MS Office
3669	Q4	MS Dynamics NAV
3671	Q4	MS Word
3671	Q4	MS Office 2010
3671	Q4	MS Outlook 2011
3671	Q4	Google Translate
3677	Q4	Daily close
3678	Q4	
3679	Q4	MS Word
3679	Q4	
3680	Q4	
3684	Q4	MS Office
3690	Q4	Google Docs
3690	Q4	Google Sheets; SMART Notebook
3690	Q4	MS Word
3702	Q4	MS Word
3702	Q4	
3710	Q4	
3718	Q4	IAR Workbench (IAR)
3718	Q4	MS Visual Studio
3718	Q4	MS Office
3718	Q4	Pycharm
3719	Q4	
3719	Q4	MS Office
3720	Q4	
3724	Q4	
3724	Q4	MS Excel
3724	Q4	
3724	Q4	
3724	Q4	
3728	Q4	SAP
3731	Q4	MS Word
3731	Q4	Trello
3731	Q4	Umbraco
3731	Q4	Wordpress
3731	Q4	Canva
3731	Q4	Piktochart
3731	Q4	Ahrefs
3731	Q4	
3731	Q4	Google Drive
3731	Q4	Google Docs
3731	Q4	Google Sheets
3731	Q4	Via Ritzau
3731	Q4	Mynewsdesk
3731	Q4	
3733	Q4	
3737	Q4	
3740	Q4	Dokumentation
3743	Q4	
3755	Q4	MS Office
3757	Q4	MS Word 2016
3761	Q4	
3762	Q4	Chembiodraw
3763	Q4	MS Excel
3763	Q4	MS Word
3763	Q4	
3763	Q4	Internet Explorer
3778	Q4	
3778	Q4	
3778	Q4	
3781	Q4	MS Word 2011
3782	Q4	
3782	Q4	Docubizz
3782	Q4	Autostar
3787	Q4	MS Office
3789	Q4	
3798	Q4	MS Office
3799	Q4	Facebook
3799	Q4	
3799	Q4	
3801	Q4	MS Excel
3801	Q4	MS Navision
3801	Q4	Indfak (Moderniseringsstyrelsen)
3801	Q4	RejsUd
3801	Q4	FUSION/LDV LIDAR
3807	Q4	
3815	Q4	MS Word
3815	Q4	MS Excel
3815	Q4	
3820	Q4	MS Excel
3820	Q4	MS Word
3820	Q4	MS Powerpoint
3820	Q4	MS Outlook; Google Chrome
3820	Q4	MS Navision
3820	Q4	Targit
3820	Q4	Toolpack
3823	Q4	MS Word
3823	Q4	MS Excel
3823	Q4	MS Powerpoint
3823	Q4	SAS
3823	Q4	CSC
3825	Q4	MS Office
3825	Q4	
3825	Q4	Scrivener
3825	Q4	
3833	Q4	Adobe Photoshop; MS Word
3839	Q4	
3845	Q4	MS Word; MS Excel
3858	Q4	
3858	Q4	
3858	Q4	Cura
3858	Q4	MS Word
3858	Q4	MS Excel
3858	Q4	MS Visio
3858	Q4	MS Powerpoint
3858	Q4	
3858	Q4	
3858	Q4	Skype for Business
3858	Q4	Acadre
3858	Q4	
3865	Q4	MS Word 2016
3865	Q4	MS Excel 2016
3865	Q4	Intra
3865	Q4	MeeBook
3865	Q4	Docendo (Skemalægningsprogram)
3870	Q4	MS Word
3870	Q4	MS Excel
3870	Q4	MS PowerBI
3870	Q4	STATA
3870	Q4	Alteryx
3872	Q4	
3873	Q4	MS Word 2013
3873	Q4	MS PowerPoint 2013
3873	Q4	
3873	Q4	IMPAX
3873	Q4	
3882	Q4	MS Excel
3889	Q4	SAP
3889	Q4	MS Word 2016
3889	Q4	MS Word 2016
3889	Q4	
3894	Q4	MS Word 2017
3894	Q4	
3894	Q4	KMD Care
3894	Q4	Exorlive
3895	Q4	
3902	Q4	MS Office 2010
3902	Q4	
3902	Q4	Campio sundhedsjournal
3902	Q4	Cetrea
3902	Q4	
3903	Q4	
3925	Q4	Microsoft Dynamics NAV
3925	Q4	MS Office 365
3925	Q4	MS Excel
3925	Q4	
3943	Q4	MS Word 2016
3943	Q4	MS Excel 2016
3944	Q4	S
1	Q5	
5	Q5	
6	Q5	
16	Q5	
16	Q5	
19	Q5	
23	Q5	
25	Q5	
27	Q5	
29	Q5	
30	Q5	
30	Q5	Google Chrome
33	Q5	
33	Q5	
34	Q5	
35	Q5	SkoleIntra
36	Q5	
37	Q5	
37	Q5	
38	Q5	Apple Mail
39	Q5	
40	Q5	
45	Q5	
46	Q5	
49	Q5	
51	Q5	Fuze
51	Q5	Google Mail
57	Q5	
57	Q5	Samsung Mail
57	Q5	
57	Q5	Nyheder (TV 2)
57	Q5	
57	Q5	Nem ID
57	Q5	Twitter
59	Q5	Facebook; Instagram; Pinterest
62	Q5	Sonatype Nexus
63	Q5	MS OneDrive
63	Q5	MS Office
63	Q5	MobileIron
63	Q5	
64	Q5	
64	Q5	e-Dok
74	Q5	
74	Q5	MS Office 365
76	Q5	
77	Q5	MS Intune
77	Q5	Facebook Messenger
77	Q5	Plan A  (Planalectia)
77	Q5	IA Afvigelser
81	Q5	Acubiz
81	Q5	Carlog
84	Q5	
90	Q5	Safari
93	Q5	
95	Q5	
97	Q5	Apple Mail
97	Q5	
100	Q5	Alibaba
100	Q5	Global Sources
105	Q5	DME
108	Q5	
112	Q5	Equus
112	Q5	Google Mail
112	Q5	SMS
112	Q5	Facebook Messenger
112	Q5	Krak
114	Q5	Samsung Mail
114	Q5	Samsung Reminders
114	Q5	Facebook Messenger
118	Q5	
119	Q5	Apple Mail
119	Q5	Facebook
119	Q5	Zoho Invoices
119	Q5	Dropbox
119	Q5	Planner Pro
129	Q5	
130	Q5	
130	Q5	Cisco AnyConnect
136	Q5	MS Word
136	Q5	MS Powerpoint
136	Q5	MS Excel
142	Q5	
143	Q5	
145	Q5	
145	Q5	
146	Q5	
146	Q5	
146	Q5	Facebook
147	Q5	
154	Q5	
155	Q5	
161	Q5	
161	Q5	MS Word
161	Q5	Adobe Acrobat Reader
161	Q5	Internet Explorer
168	Q5	
169	Q5	
171	Q5	
173	Q5	MS Office 365
174	Q5	
174	Q5	
174	Q5	
176	Q5	Camera
179	Q5	Danløn
179	Q5	
179	Q5	EasyPark
184	Q5	
185	Q5	
185	Q5	
190	Q5	
191	Q5	
192	Q5	
193	Q5	
205	Q5	
207	Q5	Remote Desktop App
208	Q5	
209	Q5	
210	Q5	Apple Phone
210	Q5	Apple Mail
210	Q5	Safari
210	Q5	Messages
210	Q5	Apple Calendar
210	Q5	Apple Camera
210	Q5	Apple Photos
210	Q5	Apple Contacts
210	Q5	
210	Q5	Apple Notes
210	Q5	Apple Reminders
210	Q5	EasyPark
210	Q5	YouTube
210	Q5	TalkTablet DA (Gus communications)
210	Q5	IntoWords (MV-Nordic)
210	Q5	Predictable (TherapyBox)
210	Q5	HandiKalender (Abilia)
210	Q5	MemoAssist (Hart Designs)
210	Q5	e-reolen (Aarhus kommunes biblioteker)
210	Q5	Bitsboard (Happy Moose Apps)
210	Q5	AirWatch (AirWatch LLC)
210	Q5	Nota bibliotek (Nota.dk)
212	Q5	
214	Q5	
216	Q5	
218	Q5	
220	Q5	
221	Q5	Apple Mail
225	Q5	
226	Q5	
228	Q5	
237	Q5	Synchronicer
237	Q5	Skyhost
240	Q5	Apple Mail
241	Q5	Parts Europe
241	Q5	
242	Q5	
244	Q5	Sceduler
246	Q5	Google Drive
252	Q5	MS PowerBI
252	Q5	Google Inbox
252	Q5	Google Chrome
252	Q5	Fantastical
252	Q5	MS Teams
252	Q5	LinkedIn
254	Q5	
255	Q5	
255	Q5	Facebook
255	Q5	
257	Q5	
258	Q5	MS Office
259	Q5	
